Aspect Ratio,Audio Jack,Bluetooth,Capacity,Chipset,Colours,Display Type,Expandable Memory,FM Radio,Fingerprint Sensor,Fingerprint Sensor Position,Flash,GPS,Graphics,Height,Image Resolution,Internal Memory,NFC,Network Support,Operating System,Optical Image Stabilisation,Other Sensors,Physical Aperture,Pixel Density,Processor,Quick Charging,RAM,Rating Count,Resolution,Review Count,Screen Size,Settings,Shooting Modes,Thickness,Touch Screen,Type,USB Connectivity,User Replaceable,VoLTE,Weight,Wi-Fi Features,Width,Rating
5,0,1,4000,4,2,9,256,3,1,1,0,2,0,162.9,5,7,1,3,1,1,5,1,367,0,1,4,4183,1,988,6.0,1,2,6.9,2,1,0,0,1,188.0,2,80.7,1
5,0,0,1200,4,2,10,16,3,0,2,0,0,0,126.8,6,4,0,0,8,1,0,2,143,2,0,5,19774,2,3679,2.8,1,2,11.9,2,1,2,1,0,105.0,0,57.5,1
2,0,1,4000,3,1,2,128,3,1,4,1,1,2,152.0,4,2,0,3,3,2,3,3,282,1,0,1,8614,5,6640,5.7,1,2,9.0,2,1,1,0,1,150.0,0,72.0,0
5,0,1,2900,4,1,2,256,3,1,1,1,1,0,149.1,4,4,0,3,1,1,4,2,282,0,0,2,8017,1,2379,5.2,1,2,7.6,2,1,3,0,0,147.0,0,72.9,1
5,0,1,5000,3,3,2,128,3,1,1,1,1,2,155.0,4,4,0,3,5,1,3,4,267,1,1,2,452424,4,86804,5.5,1,3,9.5,2,1,1,0,1,198.0,0,77.5,0
2,0,1,3300,3,2,2,2000,1,1,4,1,1,2,160.1,5,4,1,3,8,2,5,1,390,0,1,2,1336,5,310,6.2,1,2,8.4,2,0,0,0,1,172.0,2,77.7,0
5,0,1,4100,4,3,3,128,1,0,2,1,2,0,143.5,2,8,0,3,5,1,4,2,294,1,0,0,6763,4,1690,5.0,1,2,9.3,2,1,1,0,0,158.0,0,71.3,0
0,0,1,3000,4,2,2,2000,3,1,1,1,2,0,148.3,3,7,1,3,7,2,5,2,424,0,1,4,12584,1,2192,5.2,1,2,7.9,2,1,0,0,1,163.0,0,73.4,1
5,0,1,2630,4,3,2,128,3,0,2,1,1,0,143.1,2,2,0,3,0,1,4,4,294,1,0,1,10997,4,2616,5.0,1,2,7.6,2,1,1,0,1,136.0,0,71.0,1
1,0,1,3800,4,3,9,512,1,1,4,0,2,0,162.5,6,1,1,3,7,1,4,2,392,0,1,5,127,6,59,6.3,0,2,7.8,2,1,0,0,1,183.0,0,77.0,1
3,2,1,3700,4,3,5,0,0,1,3,1,2,0,157.5,5,1,1,3,9,3,5,2,402,0,1,5,7407,1,7408,6.41,1,2,8.2,2,0,0,0,1,185.0,0,74.8,1
5,0,0,800,4,3,10,0,3,1,2,1,0,0,112.0,6,5,1,0,8,2,0,2,114,0,0,3,27475,6,5808,1.8,1,2,14.4,2,1,2,1,0,73.0,0,49.5,1
5,0,1,4010,3,3,2,256,3,1,1,1,1,2,154.5,4,7,0,3,3,1,5,2,401,0,1,3,5675,1,1664,5.5,1,2,8.5,2,0,1,0,1,182.0,0,76.5,0
2,0,1,3200,3,2,2,256,1,1,4,1,1,2,156.5,4,4,0,3,4,1,4,2,402,0,0,2,7356,1,1245,6,1,2,7.5,2,1,1,0,1,152.0,0,76.0,1
5,0,1,2300,3,4,2,256,3,0,2,0,2,2,145.0,6,4,1,3,3,1,5,2,294,0,1,2,5576,5,1785,5.0,1,2,8.0,2,1,0,0,1,143.0,2,67.0,0
4,0,1,3750,3,3,2,128,1,1,4,1,2,3,156.8,4,7,1,3,8,2,3,2,268,0,1,3,29,6,10,6.2,1,2,7.8,2,1,1,0,1,158.0,0,75.6,1
3,0,1,3000,4,2,2,2000,1,1,4,1,2,0,153.2,5,1,1,3,7,3,5,1,563,0,2,4,1906,5,544,6.1,1,2,7.9,2,1,0,0,1,162.0,2,71.9,1
0,0,1,3000,4,5,2,128,3,1,1,0,2,0,154.0,5,4,1,3,5,1,5,2,401,0,0,2,16062,5,12737,5.5,1,2,7.8,2,1,1,0,1,169.0,0,75.8,0
5,0,1,2620,4,2,2,256,3,0,2,1,2,0,146.0,4,2,0,3,4,1,5,2,282,0,0,1,7868,5,1689,5.2,1,2,8.8,2,1,0,0,1,154.0,0,73.2,0
0,0,1,4000,4,2,2,256,0,1,1,1,1,0,163.6,5,7,0,3,1,3,5,2,367,0,1,3,27174,1,5906,6.0,1,2,7.3,2,0,1,0,1,185.0,0,80.8,1
2,2,1,2915,4,3,4,0,0,1,4,1,2,0,145.6,6,7,1,3,9,3,6,3,439,0,1,3,530,5,101,5.5,1,2,7.9,2,1,0,0,1,148.0,0,68.2,1
2,0,1,2400,3,3,2,32,1,1,4,1,1,2,148.0,1,8,0,3,3,2,3,2,197,1,0,0,4,4,6,5.45,1,2,8.2,2,1,1,1,1,158.0,0,70.5,0
4,0,1,4000,4,2,2,256,1,1,4,1,2,0,158.7,4,7,0,3,8,2,5,2,269,0,0,3,130,5,133,6.26,1,2,7.9,2,0,1,0,1,167.0,0,75.9,0
5,0,0,800,4,1,10,0,3,1,2,1,0,0,108.0,6,4,1,0,8,2,0,2,121,0,0,3,26637,6,5467,1.5,1,2,12.0,2,1,2,1,0,66.0,0,45.0,1
5,0,1,4050,4,3,2,32,3,1,4,0,2,0,150.0,5,4,0,3,0,1,5,2,401,2,0,2,175915,4,72476,5.5,1,2,8.6,2,0,1,0,1,164.0,2,76.0,1
5,0,1,2620,4,2,2,256,3,0,2,1,2,0,146.0,4,4,0,3,4,1,5,2,282,0,0,2,5073,5,1343,5.2,1,2,8.8,2,1,0,0,1,154.0,0,73.2,0
5,0,1,3000,4,2,10,128,3,0,2,0,2,0,151.8,4,2,0,3,1,1,2,3,267,1,0,1,15866,4,15797,5.5,1,2,8.2,2,1,1,1,0,171.0,2,77.5,0
0,0,1,3000,4,3,2,256,3,0,2,1,1,0,148.1,4,2,0,3,4,2,4,4,282,0,0,2,9831,4,749,5.2,0,2,7.6,2,1,1,0,1,137.0,0,73.8,1
2,0,1,3750,1,2,2,256,0,1,1,1,2,2,157.0,5,1,1,3,7,1,5,2,403,0,1,4,2343,0,2334,5.99,1,2,6.9,2,1,0,0,1,172.0,2,74.9,1
5,0,1,3050,5,3,9,128,3,1,1,0,2,2,158.0,6,4,0,3,0,1,4,1,386,0,0,1,1516,4,454,5.7,1,2,5.9,2,1,3,0,0,151.0,2,76.8,0
2,0,1,4000,3,3,2,128,3,1,4,1,1,3,148.0,4,4,1,3,7,2,3,2,295,1,0,2,1790,4,272,5.45,0,2,9.6,2,0,1,1,1,158.0,0,70.9,0
5,0,1,3000,5,3,9,256,0,1,1,0,2,2,142.4,3,4,1,3,1,3,7,5,576,0,1,3,31362,4,5991,5.1,1,2,7.9,2,1,1,0,0,152.0,2,69.6,1
2,2,1,13000,3,1,2,256,1,1,5,1,2,2,169.4,6,7,1,2,8,3,5,3,402,0,1,4,7,5,7,6.0,0,2,15.8,2,0,0,0,0,330.0,0,80.2,1
5,0,1,2900,4,1,2,128,3,1,4,1,2,0,152.0,4,4,1,3,6,1,4,2,282,1,0,2,6676,1,3662,5.7,1,2,9.0,2,1,1,1,1,159.0,0,73.0,0
0,0,1,2900,0,5,2,0,0,1,1,1,2,3,158.2,6,1,1,3,9,3,6,3,401,1,0,2,2798,6,1240,5.5,1,3,7.3,0,1,2,0,1,188.0,0,77.9,1
2,0,1,3000,3,2,10,128,3,1,4,1,1,3,149.0,2,2,1,3,8,2,3,2,201,1,0,1,21,5,2,5.34,0,2,8.5,2,1,1,0,1,158.0,0,72.4,0
5,2,1,3000,4,3,8,2000,1,1,1,0,2,0,162.4,3,7,1,3,3,3,5,2,515,1,2,3,296,1,68,5.7,1,2,7.9,2,1,0,0,1,161.0,0,79.7,0
5,0,1,3055,4,1,2,0,0,1,1,1,2,0,152.5,5,7,0,3,1,1,5,2,401,0,1,3,4516,3,1064,5.5,1,2,7.2,2,0,1,0,1,158.6,0,74.0,1
5,0,0,1200,4,5,10,32,1,1,2,1,0,0,124.0,0,4,1,0,8,2,0,5,143,0,0,5,6475,2,1786,2.8,1,2,10.4,2,1,3,0,0,100.6,0,55.5,1
5,0,1,4000,3,3,2,128,1,1,1,1,1,0,151.5,4,4,0,3,3,1,4,2,401,0,1,3,5,1,6,5.5,1,2,7.7,2,1,1,0,1,155.0,0,75.2,1
5,0,1,4000,4,3,2,128,3,1,4,0,1,0,141.9,4,4,0,3,2,1,4,2,441,0,0,2,230978,5,54298,5.0,1,2,9.3,2,0,1,0,1,145.0,0,70.3,1
2,0,1,3000,3,2,2,32,3,0,2,1,1,3,146.5,2,2,1,3,8,2,3,2,295,1,1,1,833,4,346,5.45,0,2,8.7,2,0,1,1,1,139.0,0,70.2,0
4,0,1,3750,3,3,2,128,1,1,4,1,2,3,149.0,4,4,1,3,8,2,3,2,271,1,0,1,24,5,5,6.2,1,2,8.5,2,1,2,0,1,158.0,0,72.4,1
5,0,1,2600,6,3,9,128,3,0,2,0,2,2,142.4,2,8,0,3,1,1,2,3,294,1,0,5,3465,4,976,5.0,1,2,8.0,2,1,1,1,0,138.0,0,71.1,0
0,0,1,3500,3,3,2,128,3,1,4,0,1,2,152.0,4,4,0,3,1,1,4,3,401,0,0,3,259819,5,53081,5.5,1,2,8.4,2,0,1,0,1,165.0,2,75.7,1
5,0,1,2350,4,2,2,128,3,0,2,0,1,0,143.8,2,2,0,3,0,1,4,4,220,1,0,1,3808,4,1176,5.0,1,2,7.5,2,1,1,0,0,157.0,0,71.7,0
5,0,1,1400,4,4,10,32,3,0,2,0,1,0,122.9,0,8,0,3,3,1,1,2,233,1,0,0,1301,6,447,4.0,1,2,10.5,1,1,3,1,1,118.0,0,64.3,0
0,0,1,3300,5,3,9,128,3,1,1,0,2,2,151.5,4,2,1,3,0,3,4,1,401,0,1,2,1713,4,625,5.5,1,2,7.3,2,1,1,0,0,169.0,2,74.1,1
2,0,1,3300,3,2,2,2000,1,1,4,1,1,2,160.1,5,7,1,3,8,2,5,1,390,0,1,3,710,5,188,6.2,1,2,8.4,2,0,0,0,1,172.0,2,77.7,0
5,0,1,4000,4,2,2,0,3,1,4,1,1,0,152.4,4,7,0,3,4,1,3,3,401,0,0,4,670,5,590,5.5,1,2,8.4,2,0,0,0,1,175.0,0,75.2,0
5,0,0,1200,4,3,10,16,3,0,2,1,0,0,117.5,0,4,0,0,8,1,0,2,167,0,0,5,6931,2,1031,2.4,1,2,11.9,4,1,2,1,0,91.0,0,51.3,1
5,0,1,1700,3,2,2,128,3,1,2,1,1,2,123.0,1,5,1,1,9,2,3,2,233,1,0,5,225,2,34,4.0,1,2,8.7,2,0,3,1,0,124.0,0,62.5,0
5,0,0,1020,4,3,10,32,3,1,2,1,0,0,106.0,6,4,1,0,8,2,0,2,114,0,0,3,18871,6,3041,1.8,1,2,13.9,2,1,3,1,0,68.0,0,45.5,0
5,0,1,3000,4,2,2,128,3,1,1,1,2,0,153.0,5,2,0,3,1,1,4,3,401,0,1,1,53751,4,52982,5.5,1,3,9.8,2,1,1,0,0,155.0,0,76.0,0
0,0,1,3020,4,2,2,128,3,0,2,1,1,0,145.2,2,2,1,3,6,2,3,3,294,1,0,1,6337,0,1802,5.0,0,2,9.6,2,0,1,0,1,156.0,0,71.8,0
5,0,1,3000,3,3,2,256,3,1,1,1,2,2,153.8,4,7,0,3,1,1,4,2,267,0,0,3,15266,3,3221,5.5,1,2,7.5,2,1,1,0,1,154.0,0,75.5,1
2,0,1,3300,4,4,4,2000,1,1,4,1,2,0,151.7,5,1,1,3,6,3,6,3,537,0,2,3,799,4,800,6.0,1,2,7.3,2,0,0,0,1,158.0,2,75.4,1
2,0,1,3000,4,3,2,2000,3,0,2,0,2,0,142.5,4,4,0,3,5,1,5,3,439,1,0,2,8111,4,7004,5.5,1,2,8.1,2,1,1,0,1,149.0,2,69.3,0
2,0,1,3000,3,1,2,128,3,1,4,1,1,3,152.0,4,4,0,3,3,2,3,3,282,1,0,2,123,5,92,5.7,1,2,7.7,2,1,1,0,1,147.0,0,72.9,0
5,0,0,800,4,1,10,0,1,1,2,1,0,0,108.0,6,0,1,0,8,2,0,2,121,0,0,3,65637,6,11314,1.5,1,2,13.6,2,1,2,1,0,65.0,0,45.0,1
5,0,1,2400,5,2,10,256,3,1,1,0,2,2,142.8,4,2,0,3,1,1,3,3,294,1,0,1,1296,4,533,5.0,1,2,8.1,2,1,3,0,0,143.0,0,69.5,0
5,0,1,5000,3,1,2,64,3,0,2,1,1,2,149.5,1,2,0,3,5,2,3,3,282,1,0,0,446,4,103,5.2,1,2,9.8,2,1,1,0,1,170.0,0,73.5,0
3,1,1,3174,0,3,4,0,0,0,2,1,2,1,157.5,3,3,1,3,9,3,6,3,456,2,2,3,901,6,185,6.5,1,1,7.7,0,1,2,0,1,208.0,0,77.4,1
2,0,1,3800,4,2,2,0,0,1,4,1,2,0,158.1,6,1,1,3,8,2,4,2,402,0,1,5,5,5,5,6.0,1,2,9.5,2,0,0,0,1,185.0,0,74.9,0
5,0,1,3200,4,2,7,2000,1,1,1,0,2,0,153.5,5,4,1,3,3,3,5,4,534,0,2,2,31,5,27,5.5,1,2,8.0,2,1,0,0,0,174.0,0,77.3,0
2,0,1,2965,4,2,2,2000,1,1,4,1,2,0,158.2,4,4,1,3,7,2,4,2,268,0,0,2,93,5,95,6.0,1,2,8.4,2,1,1,0,1,157.5,0,76.6,0
5,0,1,2000,3,2,10,64,3,0,2,1,1,2,135.0,1,8,0,3,8,2,3,2,218,1,0,0,492,4,152,4.5,1,4,9.7,2,0,1,1,1,140.0,0,66.6,0
5,0,0,1000,4,2,10,16,3,1,2,1,0,0,149.0,6,4,1,0,8,2,0,2,141,0,0,3,10539,6,2218,2,1,2,8.5,2,1,2,1,0,158.0,0,72.4,1
4,0,1,3260,4,2,2,256,3,1,4,1,2,0,154.8,4,7,1,3,8,2,5,2,400,0,0,3,890,1,893,6.3,0,4,7.8,2,1,1,0,1,150.0,0,75.0,1
0,0,1,2000,5,3,9,128,3,0,2,0,2,2,136.5,1,8,0,3,9,1,3,3,234,1,0,0,20241,2,3602,4.7,1,0,8.4,2,1,1,1,0,130.0,1,69.0,1
2,0,1,4000,3,2,2,128,1,1,4,1,1,2,149.0,4,4,1,3,3,2,3,2,282,1,0,2,15,5,10,5.7,1,2,8.5,2,1,1,0,1,158.0,0,72.4,0
0,0,1,3300,3,2,2,128,3,1,4,0,2,2,153.6,4,2,1,3,0,1,5,3,401,0,0,2,31508,4,29842,5.5,1,2,9.15,2,0,1,0,0,160.0,2,76.5,0
0,0,1,3000,4,2,9,2000,3,1,1,1,2,0,156.2,3,7,1,3,5,2,5,3,401,0,2,3,9983,4,2158,5.5,1,2,5.9,2,1,0,0,1,145.0,0,76.2,1
0,0,1,2900,5,3,9,128,3,1,1,0,2,2,144.8,4,2,1,3,0,3,5,1,424,0,1,1,2220,4,571,5.2,1,2,7.3,2,1,1,0,0,153.0,2,71.0,1
5,0,1,2700,3,4,2,256,3,0,2,1,2,2,165.0,6,7,1,3,3,1,4,2,367,0,1,3,1207,1,398,6.0,1,2,8.1,2,1,0,0,1,188.0,0,79.0,0
2,0,1,3000,4,4,2,2000,1,0,2,1,1,0,142.5,4,7,1,3,5,1,5,3,439,1,0,3,968,4,254,5.5,1,2,8.1,2,1,1,0,1,149.0,2,69.3,0
0,0,1,3300,5,2,2,256,1,1,1,0,2,2,151.7,4,7,0,3,5,2,2,1,401,0,0,3,4508,0,4511,5.5,1,2,8.0,2,1,1,0,1,170.0,2,75.0,0
5,0,1,3450,4,1,3,128,3,1,2,1,2,0,128.0,4,4,1,2,9,3,4,2,453,1,0,2,1099,2,547,4.5,1,2,9.3,2,0,2,0,0,196.0,2,90.3,0
5,0,1,5000,4,2,2,64,3,0,2,0,2,0,156.0,4,2,0,3,9,1,4,2,267,1,0,1,113675,4,22828,5.5,0,2,10.5,2,0,1,0,1,202.0,0,77.5,1
5,0,1,1600,6,2,2,32,3,0,2,0,1,2,120.0,1,8,0,3,1,1,3,2,233,1,0,0,6390,2,815,4.0,1,2,10.0,2,1,1,1,1,158.0,0,63.6,0
0,0,1,3100,4,3,9,128,1,0,2,1,2,0,145.8,4,2,1,3,1,1,2,1,282,1,0,1,103721,4,18465,5.2,1,2,8.1,2,1,1,1,0,158.0,0,72.3,1
5,0,1,3000,4,4,2,128,3,1,1,0,2,0,149.7,4,2,1,3,5,2,5,2,282,0,0,1,849,5,241,5.2,1,2,8.0,2,1,1,0,1,160.0,0,72.5,0
2,0,1,4000,3,2,2,256,3,1,4,1,1,3,146.8,4,4,0,3,8,2,3,3,295,1,0,2,4803,5,660,5.45,1,2,9.8,2,1,2,0,1,160.0,2,70.8,1
0,0,1,1810,0,3,2,0,0,1,1,0,2,3,138.1,2,2,1,3,9,2,6,3,326,2,0,0,83030,6,14663,4.7,1,3,6.9,2,0,2,0,1,129.0,0,67.0,1
0,0,1,2730,4,1,6,2000,0,1,1,1,1,0,155.8,3,7,1,3,7,2,6,3,534,2,1,4,2774,4,625,5.5,1,2,6.1,2,1,0,0,0,143.0,2,76.0,1
2,0,1,3200,4,2,2,128,1,0,2,1,2,0,147.7,4,4,1,3,8,2,5,2,295,1,0,2,562,4,564,5.45,0,2,8.6,2,0,1,0,1,144.0,0,70.5,0
5,0,1,2600,6,3,9,128,3,0,2,0,2,2,142.3,2,2,1,3,0,1,2,3,294,1,0,1,135815,4,18462,5.0,2,2,7.9,2,1,1,1,1,138.0,2,71.0,1
5,0,1,1715,0,4,2,0,0,1,1,0,2,3,138.3,6,2,1,3,9,1,6,3,326,2,0,1,8031,4,2079,4.7,0,3,7.1,0,0,2,0,1,143.0,0,67.1,1
2,0,1,4000,3,2,2,128,3,1,4,1,1,2,153.0,4,7,0,3,3,2,3,2,282,0,0,3,438,0,269,5.7,0,2,9.0,2,1,1,0,1,177.0,0,72.0,0
2,0,1,3750,3,2,2,128,1,1,4,1,1,2,158.6,5,7,0,3,8,2,3,2,268,0,0,3,25,3,28,6.0,1,2,7.3,2,1,1,0,1,150.0,0,75.8,0
5,0,1,8000,4,1,10,8,3,1,2,1,0,0,149.0,6,4,1,0,8,2,0,2,167,0,0,3,3295,6,699,2.4,1,2,8.5,2,1,2,1,0,158.0,0,72.4,0
2,0,1,4000,4,4,2,128,1,1,4,1,2,0,158.5,3,7,0,3,6,1,5,2,403,0,0,3,315500,4,38731,5.99,1,3,8.0,2,0,1,0,1,180.0,2,75.4,1
4,0,1,4000,4,3,2,128,3,1,4,1,1,0,156.7,4,4,1,3,8,2,5,2,268,0,0,2,1362,1,217,6.2,1,2,8.3,2,0,2,0,1,150.0,0,75.3,1
2,1,1,2716,0,2,4,0,0,0,2,1,2,1,143.6,3,3,1,3,9,0,6,3,463,2,2,2,5212,6,1436,5.8,1,3,7.7,0,1,2,0,1,174.0,0,70.9,1
3,1,1,2942,0,6,3,0,0,0,2,1,2,1,150.9,3,1,1,3,9,3,6,3,324,2,2,2,223,6,87,6.1,1,3,8.3,0,1,2,0,1,194.0,0,75.7,1
5,0,1,3300,5,3,9,128,3,0,2,1,2,2,151.7,4,2,1,3,1,1,3,1,401,0,0,2,82952,4,18941,5.5,1,2,7.8,2,1,1,1,1,169.0,2,76.0,1
0,0,1,2600,5,2,10,128,3,0,2,0,2,2,142.3,2,2,0,3,1,1,2,3,294,1,0,1,12771,4,12773,5.0,1,2,8.5,2,1,1,1,0,149.0,0,72.1,0
5,0,1,3000,4,2,2,256,3,0,2,1,2,0,153.8,4,4,0,3,1,1,4,2,267,0,0,2,4328,1,875,5.5,1,2,7.6,2,1,1,0,1,155.0,0,75.5,1
5,0,1,3000,3,1,2,64,3,0,2,0,1,3,149.0,4,2,0,3,0,1,4,2,401,0,0,3,2194,4,1084,5.5,1,2,8.5,2,0,1,1,0,158.0,0,72.4,0
0,0,1,3300,3,3,2,256,3,1,4,1,2,2,150.0,4,4,1,3,4,2,5,4,267,1,1,2,159,5,36,5.5,1,2,9.8,2,1,0,0,1,178.0,2,78.0,0
0,0,1,3000,1,3,2,128,0,1,4,0,2,2,145.5,3,4,1,3,1,1,5,4,424,0,1,3,3698,5,1609,5.2,1,2,7.4,2,0,0,0,0,153.0,2,71.0,1
5,0,1,2400,4,3,10,32,1,1,4,1,1,2,146.0,1,8,1,3,3,1,1,2,196,1,0,0,1,2,1,5.0,1,2,9.3,2,1,1,1,1,158.0,0,73.6,1
5,0,1,4000,3,3,2,128,3,1,1,1,1,2,144.2,4,4,0,3,3,1,3,4,294,1,0,2,3893,4,867,5.0,1,2,9.2,2,1,3,0,1,163.0,0,71.2,0
4,0,1,3400,3,2,2,256,3,1,4,1,1,2,156.0,5,1,0,3,8,2,5,2,405,0,0,4,2854,6,1026,6.23,1,2,7.8,2,1,1,0,1,158.0,0,75.3,1
5,0,1,3000,3,2,2,128,3,1,4,1,1,2,147.6,4,7,0,3,3,1,3,3,282,0,0,3,2000,5,699,5.2,1,2,7.9,2,1,3,0,1,162.0,2,72.7,0
2,0,1,2400,3,1,2,32,1,1,4,1,1,2,148.0,2,2,0,3,3,2,3,2,295,1,0,1,39,4,8,5.45,0,2,8.2,2,1,1,1,1,158.0,0,70.5,1
0,0,1,2800,4,3,2,2000,3,1,4,0,2,0,149.4,5,4,1,3,2,3,7,2,554,0,2,3,419,5,168,5.3,1,2,7.3,2,1,2,1,1,159.0,2,73.9,0
5,0,1,2470,4,2,2,32,3,0,2,0,2,0,142.1,4,2,0,3,9,1,4,2,294,1,0,1,185384,4,21609,5.0,0,3,11.6,2,1,3,0,0,155.0,0,72.4,1
5,0,1,3520,3,1,0,128,3,1,4,0,1,3,164.0,6,7,1,3,0,3,5,2,490,0,0,2,193,5,66,6.0,1,2,9.6,2,0,3,0,0,207.0,0,82.3,0
0,0,1,4000,3,2,2,128,3,0,2,0,1,2,143.0,2,4,0,3,0,1,4,2,294,1,0,2,1843,4,486,5.0,1,2,8.5,2,0,1,0,0,181.0,0,69.9,0
0,0,1,3000,4,2,2,2000,3,1,1,1,2,0,148.3,3,7,1,3,4,1,5,2,424,0,1,3,19244,1,3904,5.2,1,2,7.9,2,1,0,0,0,163.0,0,73.4,1
2,2,1,3180,4,4,2,400,0,1,4,1,2,0,153.0,6,7,1,3,7,1,6,3,424,0,2,4,5,4,5,5.7,1,2,11.1,2,1,0,0,1,198.0,2,72.0,1
0,0,1,2600,6,3,9,128,3,0,2,0,2,2,142.4,2,2,0,3,1,1,2,3,294,1,0,1,6445,4,3637,5.0,1,2,8.0,2,1,1,1,0,138.0,2,71.1,1
2,0,1,3000,3,3,2,128,1,1,4,1,2,2,151.1,5,4,1,3,7,2,4,2,439,0,0,2,17,5,13,5.5,1,2,8.2,2,1,1,0,1,158.0,0,70.7,0
5,0,1,4100,4,3,2,128,2,1,4,0,2,0,151.0,4,4,0,3,2,1,5,2,401,0,0,2,616259,4,112769,5.5,1,2,8.4,2,0,1,0,1,165.0,2,76.0,1
5,0,1,4000,4,1,1,2000,1,1,2,0,1,0,158.5,3,7,1,3,5,2,4,2,515,0,2,5,6,5,7,5.7,1,2,8.0,2,1,2,0,0,197.0,0,77.7,0
5,0,1,2500,3,3,10,128,3,0,2,0,1,2,144.7,2,2,0,3,3,2,3,2,196,1,0,0,18466,4,2915,5.0,0,4,10.1,2,1,3,1,0,161.0,2,72.4,0
0,0,1,2850,3,2,0,128,0,1,1,0,1,2,151.8,4,7,0,3,9,1,4,2,401,0,1,3,1446,1,617,5.5,1,2,6.6,2,0,1,0,1,145.0,2,74.3,0
5,0,1,4000,4,3,2,128,3,1,0,0,1,0,151.0,5,4,0,3,1,1,4,3,401,0,0,3,7258,5,1640,5.5,1,2,8.4,2,0,1,0,1,169.0,0,76.0,0
0,0,1,4070,4,1,2,128,1,1,1,1,1,0,153.7,4,7,0,3,4,2,3,3,401,0,0,3,721,5,114,5.5,1,2,8.6,2,1,1,0,1,170.0,0,76.4,0
2,0,1,3180,3,3,10,256,1,0,2,1,2,2,150.5,4,7,0,3,4,2,4,3,282,0,0,3,7893,5,954,5.7,1,2,7.7,2,1,1,0,1,143.0,0,73.1,1
2,0,1,3000,3,2,2,2000,1,1,4,1,2,2,143.8,4,4,1,3,7,2,5,1,439,0,2,2,37,5,39,5.5,1,2,8.4,2,0,0,0,1,145.0,2,69.3,0
5,0,1,1960,0,5,2,0,0,1,1,1,2,3,138.3,6,1,1,3,9,3,6,3,326,1,0,1,6349,6,4035,4.7,0,3,7.1,0,1,2,0,1,138.0,0,67.1,1
5,0,1,2300,4,2,10,32,1,0,2,0,1,0,118.0,1,8,0,3,3,1,3,2,233,1,0,0,397,2,146,4.0,1,2,9.7,2,1,3,0,1,100.0,0,63.6,0
0,0,1,3000,5,3,9,256,1,0,2,1,2,2,151.7,4,4,0,3,7,1,2,3,267,1,0,2,2266,4,406,5.5,1,2,8.1,2,1,1,1,1,175.0,2,77.2,1
2,0,1,4000,4,2,2,256,3,1,4,1,2,0,154.4,4,4,0,3,7,2,4,3,282,0,1,2,9507,5,1506,5.7,1,2,9.0,2,1,1,0,1,175.0,0,72.2,0
5,0,1,2700,3,2,2,32,3,1,4,1,1,2,144.0,2,2,0,3,3,1,3,2,294,1,0,2,34,5,11,5.0,1,2,8.3,2,0,1,1,0,158.0,0,72.4,1
5,0,1,2000,3,1,10,32,3,0,2,1,1,2,136.5,1,8,0,3,7,1,1,2,218,1,0,0,28,4,5,4.5,1,2,9.6,2,1,1,1,1,130.0,0,67.0,1
5,0,1,3000,4,3,2,256,3,1,2,1,2,0,150.2,4,7,1,3,8,2,5,3,433,0,3,3,19,5,22,4.5,1,2,8.3,1,1,0,0,1,156.0,2,71.8,1
5,0,1,2300,3,4,2,200,1,0,2,0,2,2,143.6,4,2,1,3,1,1,4,2,294,0,1,1,4997,5,2103,5.0,1,2,7.9,2,1,3,0,0,137.4,0,66.8,0
5,0,1,2800,3,3,2,128,3,1,4,1,1,2,150.0,4,4,0,3,3,2,3,3,282,1,0,2,742,4,227,5.2,0,2,9.0,2,1,1,0,1,170.0,0,74.4,0
2,0,1,3050,3,3,2,128,3,1,4,1,1,2,152.2,4,4,0,3,3,2,3,2,285,1,0,2,380,0,72,5.65,1,2,7.7,2,1,1,0,1,172.0,0,71.1,1
3,1,1,3174,0,3,4,0,0,0,2,1,2,1,157.5,3,6,1,3,9,3,6,3,456,2,2,3,901,6,185,6.5,1,1,7.7,0,1,2,0,1,208.0,0,77.4,1
5,0,1,3080,4,2,2,128,3,1,4,1,2,0,153.0,4,7,0,3,6,1,5,2,267,0,0,3,15943,1,15438,5.5,1,3,7.7,2,0,1,0,1,153.0,2,76.2,0
5,0,1,2800,4,2,10,32,2,1,2,1,0,0,130.0,6,4,1,0,8,2,0,2,143,0,0,3,1310,6,387,2.8,1,2,15.2,2,0,2,0,0,158.0,0,56.5,0
2,0,1,2500,3,1,2,128,3,0,2,1,1,3,148.8,2,2,0,3,4,2,4,2,197,1,0,1,4405,4,511,5.45,0,2,9.1,2,1,2,0,1,145.0,2,72.0,0
2,0,1,4000,3,2,2,128,1,1,4,1,1,2,158.0,5,7,1,3,8,2,5,2,407,0,1,3,203,1,51,5.93,1,2,8.4,2,0,1,0,1,190.0,0,75.0,0
5,0,1,2550,4,1,2,128,3,1,4,0,2,0,143.6,4,4,0,3,0,1,3,4,294,0,0,2,2773,5,870,5.0,2,2,7.5,2,0,1,0,0,138.0,0,71.0,1
2,0,1,2730,3,2,2,2000,1,0,2,1,2,3,148.5,4,4,0,3,3,2,3,4,293,1,0,2,70,4,73,5.5,1,2,8.2,2,0,1,0,1,137.0,0,70.8,0
